Rank,University,Faculty,Title,Research,Website,Email,Status,is_chinese,send_priority,full_research,publications
16,Purdue University,Euiwon Bae,Senior Research Scientist/Senior Lecturer  ,,,,,,,,
16,Purdue University,Sohel Anwar,"Professor of Mechanical Engineering (Purdue University in Indianapolis, by courtesy)  ",,,,,,,,
16,Purdue University,Sally Bane,Associate Professor Of Aeronautics and Astronautics; Associate Professor of Mechanical Engineering (by Courtesy)  ,,,,,,,,
16,Purdue University,Darcy M Bullock,Lyles Family Professor of Civil Engineering and Director of the Joint Transportation Research Program (courtesy appointments in Mechanical Engineering and Electrical and Computer Engineering)  ,,,,,,,,
16,Purdue University,Deva Chan,Assistant Professor In Biomedical Engineering (courtesy in Mechanical Engineering)  ,,,,,,,,
16,Purdue University,Jie Chen,"Professor of Mechanical Engineering (Purdue University in Indianapolis, by courtesy)  ",,,,,,,,
16,Purdue University,Carlos Corvalan,Associate Professor Of Food Science; Associate Professor of Mechanical Engineering (by Courtesy)  ,,,,,,,,
16,Purdue University,Hamid Dalir,"Professor of Mechanical Engineering (Purdue University in Indianapolis, by courtesy)  ",,,,,,,,
16,Purdue University,Jennifer Deboer,Assistant Professor of Engineering Education; Assistant Professor of Mechanical Engineering (by Courtesy)  ,,,,,,,,
16,Purdue University,Hazim El Mounayri,"Associate Professor of Mechanical Engineering (Purdue University in Indianapolis, by courtesy)  ",,,,,,,,
16,Purdue University,John Evans,Assistant Professor Of Agricultural And Biological Engineering; Assistant Professor of Mechanical Engineering (by Courtesy)  ,,,,,,,,
16,Purdue University,Craig Goergen,Leslie A. Geddes Professor Of Biomedical Engineering; Professor of Mechanical Engineering (by courtesy)  ,,,,,,,,
16,Purdue University,Ahmed Hassanein,Paul L. Wattelet Distinguished Professor of Nuclear Engineering; Professor of Mechanical Engineering (by Courtesy)  ,,,,,,,,
16,Purdue University,W. Travis Horton,Associate Professor of Civil Engineering; Associate Professor of Mechanical Engineering (by Courtesy)  ,,,,,,,,
16,Purdue University,Joseph Jewell,Associate Professor Of Aeronautics And Astronautics (courtesy in Mechanical Engineering)  ,,,,,,,,
16,Purdue University,Alan Jones,"Associate Professor of Mechanical Engineering (Purdue University in Indianapolis, by courtesy)  ",,,,,,,,
16,Purdue University,Karen Marais,"Associate Professor of Aeronautics and Astronautics, and Associate Head for Undergraduate Education; Associate Professor of Mechanical Engineering (by Courtesy)  ",,,,,,,,
16,Purdue University,Razi Nalim,"Professor of Mechanical Engineering (Purdue University in Indianapolis, by courtesy)  ",,,,,,,,
16,Purdue University,Mohammed Noor-A-Alam,"Assistant Professor of Mechanical Engineering (Purdue University in Indianapolis, by courtesy)  ",,,,,,,,
16,Purdue University,Nesrin Ozalp,"Professor of Mechanical Engineering; Department Chair of Mechanical and Civil Engineering, Purdue Northwest  ",,,,,,,,
16,Purdue University,Timothee Pourpoint,Professor of Aeronautics and Astronautics; Professor of Mechanical Engineering (by Courtesy)  ,,,,,,,,
16,Purdue University,Li Qiao,Professor of Aeronautics and Astronautics; Professor of Mechanical Engineering (by Courtesy)  ,,,,,,,,
16,Purdue University,Mo Rastgaar,Associate Professor Of Engineering Technology (courtesy in Mechanical Engineering)  ,,,,,,,,
16,Purdue University,Vitaliy Rayz,Assistant Professor of Biomedical Engineering; Assistant Professor of Mechanical Engineering (by Courtesy)  ,,,,,,,,
16,Purdue University,Shirley Rietdyk,Professor of Health and Kinesiology; Professor of Mechanical Engineering (by Courtesy)  ,,,,,,,,
16,Purdue University,Hosop Shin,"Assistant Professor of Mechanical Engineering (Purdue University in Indianapolis, by courtesy)  ",,,,,,,,
16,Purdue University,Carson Slabaugh,Assistant Professor of Aeronautics and Astronautics; Assistant Professor of Mechanical Engineering (by Courtesy)  ,,,,,,,,
16,Purdue University,Hong Tan,Professor of Electrical and Computer Engineering; Professor of Mechanical Engineering (by Courtesy)  ,,,,,,,,
16,Purdue University,Andres Tovar,"Associate Professor of Mechanical Engineering (Purdue University in Indianapolis, by courtesy)  ",,,,,,,,
16,Purdue University,Diane Wagner,"Associate Professor of Mechanical Engineering (Purdue University in Indianapolis, by courtesy)  ",,,,,,,,
16,Purdue University,Xiaoliang Wei,"Assistant Professor of Mechanical Engineering (Purdue University in Indianapolis, by courtesy)  ",,,,,,,,
16,Purdue University,Jian Xie,"Professor of Mechanical Engineering (Purdue University in Indianapolis, by courtesy)  ",,,,,,,,
16,Purdue University,Shengfeng Yang,Assistant Professor of Mechanical Engineering (Purdue University in Indianapolis)  ,,,,,,,,
16,Purdue University,Huidan (Whitney) Yu,"Professor of Mechanical Engineering (Purdue University in Indianapolis, by courtesy)  ",,,,,,,,
16,Purdue University,Jing Zhang,"Associate Professor of Mechanical Engineering (Purdue University in Indianapolis, by courtesy)  ",,,,,,,,
16,Purdue University,Chenn Zhou,"Professor of Mechanical Engineering (by courtesy), Purdue University Northwest  ",,,,,,,,
16,Purdue University,Likun Zhu,"Professor of Mechanical Engineering (Purdue University in Indianapolis, by courtesy)  ",,,,,,,,
16,Purdue University,Ali Razban,Adjunct Associate Professor of Mechanical Engineering (Indianapolis),,,,,,,,
17,California Institute of Technology (Caltech),Aaron Ames,Bren Professor of Mechanical and Civil Engineering and Control and Dynamical Systems  ,,,,,,,,
17,California Institute of Technology (Caltech),José E. Andrade,George W. Housner Professor of Civil and Mechanical Engineering  ,,,,,,,,
17,California Institute of Technology (Caltech),Domniki Asimaki,Professor of Mechanical and Civil Engineering  ,,,,,,,,
17,California Institute of Technology (Caltech),Jean-Philippe Avouac,"Earle C. Anthony Professor of Geology and Mechanical and Civil Engineering; Associate Director, Center for Autonomous Systems and Technologies  ",,,,,,,,
17,California Institute of Technology (Caltech),Kaushik Bhattacharya,"Howell N. Tyson, Sr., Professor of Mechanics and Materials Science; Vice Provost  ",,,,,,,,
17,California Institute of Technology (Caltech),Guillaume Blanquart,Professor of Mechanical Engineering  ,,,,,,,,
17,California Institute of Technology (Caltech),John F. Brady,Chevron Professor of Chemical Engineering and Mechanical Engineering  ,,,,,,,,
17,California Institute of Technology (Caltech),Joel W. Burdick,Richard L. and Dorothy M. Hayman Professor of Mechanical Engineering and Bioengineering; Jet Propulsion Laboratory Research Scientist  ,,,,,,,,
17,California Institute of Technology (Caltech),Tim Colonius,"Frank and Ora Lee Marble Professor of Mechanical Engineering and Medical Engineering; Cecil and Sally Drinkward Leadership Chair, Department of Mechanical and Civil Engineering; Executive Officer for Mechanical and Civil Engineering  ",,,,,,,,
17,California Institute of Technology (Caltech),John O. Dabiri,Centennial Professor of Aeronautics and Mechanical Engineering  ,,,,,,,,
17,California Institute of Technology (Caltech),Chiara Daraio,"G. Bradford Jones Professor of Mechanical Engineering and Applied Physics; Investigator, Heritage Medical Research Institute  ",,,,,,,,
17,California Institute of Technology (Caltech),Xiaojing (Ruby) Fu,Assistant Professor of Mechanical and Civil Engineering; William H. Hurt Scholar  ,,,,,,,,
17,California Institute of Technology (Caltech),Julia R. Greer,"Ruben F. and Donna Mettler Professor of Materials Science, Mechanics and Medical Engineering; Fletcher Jones Foundation Director of the Kavli Nanoscience Institute  ",,,,,,,,
17,California Institute of Technology (Caltech),Melany L. Hunt,Dotty and Dick Hayman Professor of Mechanical Engineering  ,,,,,,,,
17,California Institute of Technology (Caltech),Monica Kohler,Research Professor of Mechanical and Civil Engineering  ,,,,,,,,
17,California Institute of Technology (Caltech),Nadia Lapusta,"Lawrence A. Hanson, Jr., Professor of Mechanical Engineering and Geophysics  ",,,,,,,,
17,California Institute of Technology (Caltech),Michael Mello,Teaching Professor of Mechanical and Civil Engineering  ,,,,,,,,
17,California Institute of Technology (Caltech),Austin Minnich,Professor of Mechanical Engineering and Applied Physics; EAS Division Deputy Chair  ,,,,,,,,
17,California Institute of Technology (Caltech),Richard M. Murray,Thomas E. and Doris Everhart Professor of Control and Dynamical Systems and Bioengineering  ,,,,,,,,
17,California Institute of Technology (Caltech),Gunter Niemeyer,Teaching Professor of Mechanical and Civil Engineering  ,,,,,,,,
17,California Institute of Technology (Caltech),Sergio Pellegrino,"Joyce and Kent Kresa Professor of Aerospace and Civil Engineering; Jet Propulsion Laboratory Senior Research Scientist; Co-Director, Space-Based Solar Power Project  ",,,,,,,,
17,California Institute of Technology (Caltech),Guruswami (Ravi) Ravichandran,"John E. Goode, Jr., Professor of Aerospace and Mechanical Engineering  ",,,,,,,,
17,California Institute of Technology (Caltech),Ares J. Rosakis,Theodore von Karman Professor of Aeronautics and Mechanical Engineering  ,,,,,,,,
17,California Institute of Technology (Caltech),Joseph E. Shepherd,"C. L. ""Kelly"" Johnson Professor of Aeronautics and Mechanical Engineering  ",,,,,,,,
17,California Institute of Technology (Caltech),Sandra M. Troian,"Professor of Applied Physics, Aeronautics, and Mechanical Engineering  ",,,,,,,,
